slot_id,zone,slot_type,distance_m,walking_time_min,parking_fee,occupancy,availability,distance_destination_m,traffic_level,weather,ev_charging,reserved,recommended
S070,B,Large,79,1.1,20,54,1,775,Low,Clear,0,0,1
S022,D,Standard,347,5.73,60,35,1,787,Medium,Cloudy,1,0,1
S082,C,Standard,110,2.02,80,13,0,846,Low,Cloudy,0,0,0
S072,C,Large,507,8.55,20,46,1,603,Low,Cloudy,0,0,1
S032,D,Compact,353,6.05,50,30,1,424,Medium,Cloudy,0,0,1
S033,C,Standard,389,6.64,30,37,1,504,Medium,Clear,0,0,1
S016,B,Standard,910,15.32,80,91,1,251,Low,Cloudy,0,0,0
S076,C,Standard,497,8.17,30,41,0,903,Low,Rain,0,0,0
S038,B,Compact,885,14.54,50,62,1,773,High,Cloudy,0,0,0
S098,D,Standard,351,5.89,50,42,0,389,High,Clear,0,0,0
S014,D,Standard,930,15.95,20,35,1,311,Medium,Clear,0,0,0
S036,C,Standard,589,9.81,30,26,1,592,High,Clear,0,0,0
S097,B,Compact,534,9.08,10,65,1,600,Medium,Clear,0,0,0
S023,C,Large,126,2.13,40,93,1,687,Low,Clear,0,0,1
S066,A,Large,682,11.98,60,39,1,214,Low,Clear,0,0,1
S085,A,Standard,564,9.36,50,14,1,807,Low,Rain,0,0,1
S002,A,EV,598,10.15,10,15,0,670,Medium,Cloudy,1,0,0
S091,A,Compact,993,16.33,10,71,1,1161,Low,Clear,0,1,0
S073,C,Large,708,11.46,20,19,1,100,Medium,Clear,0,0,1
S065,A,Standard,141,2.35,50,79,1,538,Medium,Rain,0,0,1
S075,B,Standard,900,15.35,10,19,1,247,Low,Clear,0,0,1
S067,D,Large,834,14.09,40,94,1,1096,Low,Rain,0,0,0
S052,D,Standard,515,7.96,100,53,1,714,Low,Cloudy,0,0,0
S062,A,Standard,515,8.8,100,65,0,712,Medium,Clear,0,0,0
S023,A,Large,938,15.17,10,13,1,315,High,Rain,1,0,0
S026,A,Large,648,11.05,40,22,1,122,Medium,Clear,1,0,1
S068,C,EV,89,1.65,80,83,1,126,Low,Clear,1,0,1
S082,D,Compact,739,12.27,40,89,1,593,Low,Cloudy,0,0,0
S055,A,Standard,378,6.52,40,28,0,930,High,Cloudy,0,0,0
S006,B,Standard,334,5.49,50,79,1,484,Low,Cloudy,0,0,1
S035,A,Standard,996,16.64,80,99,1,1138,Low,Cloudy,0,0,0
S022,D,Standard,603,9.62,40,71,1,406,Medium,Cloudy,0,0,0
S043,A,Standard,846,14.02,50,18,1,985,Low,Cloudy,0,0,0
S015,D,Standard,115,2.19,80,55,0,67,High,Rain,0,1,0
S086,A,Compact,685,11.02,100,65,0,725,Medium,Cloudy,1,1,0
S060,B,Large,706,12.01,10,83,1,624,High,Clear,1,0,0
S012,A,EV,681,10.74,80,49,0,800,Medium,Cloudy,1,0,0
S049,B,Large,158,2.28,40,76,1,1045,Medium,Clear,1,0,1
S042,B,Large,464,7.64,80,92,0,1082,High,Clear,0,0,0
S038,A,Compact,141,2.4,30,71,0,681,Medium,Clear,0,0,0
S082,B,EV,417,6.78,10,55,1,421,Low,Clear,1,0,1
S045,C,Compact,869,14.3,60,15,1,1019,Low,Clear,0,0,0
S035,A,Large,472,8.2,80,38,0,402,Low,Clear,0,0,0
S030,A,EV,621,10.71,80,28,0,273,Medium,Cloudy,1,0,0
S088,B,EV,911,15.06,80,24,0,1003,Medium,Clear,1,0,0
S030,B,Standard,788,13.02,30,66,1,417,Low,Clear,0,0,0
S078,A,Standard,289,4.73,30,47,0,1163,Low,Cloudy,0,0,0
S006,C,Standard,484,8.73,20,30,1,705,Low,Rain,0,0,1
S067,B,Standard,261,4.36,50,60,1,1145,High,Clear,0,0,0
S080,B,Standard,449,7.95,20,48,1,482,Medium,Rain,0,0,1
S007,D,Standard,659,11.2,50,96,0,558,Medium,Cloudy,0,0,0
S052,C,Standard,575,9.55,20,29,1,557,Low,Clear,0,0,1
S014,C,Standard,779,12.79,10,11,1,666,Low,Cloudy,0,0,1
S073,A,Compact,517,8.85,100,41,0,469,Low,Rain,1,0,0
S015,C,Standard,219,3.41,30,13,0,1145,Medium,Cloudy,0,0,0
S021,A,Compact,868,14.35,10,16,1,123,Low,Clear,0,0,1
S035,D,Compact,841,14.21,50,12,0,623,High,Clear,0,0,0
S066,C,Compact,924,15.33,30,34,1,195,Medium,Clear,0,0,0
S091,B,EV,259,4.2,100,18,1,95,Low,Clear,1,0,1
S002,D,Standard,305,4.99,30,96,1,1178,High,Clear,0,1,0
S035,A,Standard,732,11.99,50,96,1,1182,Medium,Clear,0,0,0
S082,D,Standard,122,2.17,10,35,1,170,Medium,Clear,0,0,1
S078,A,Standard,196,3.28,30,73,0,1116,Low,Clear,1,1,0
S020,D,Compact,389,6.08,60,27,0,148,High,Clear,0,0,0
S082,A,Standard,366,5.95,80,97,1,755,Medium,Clear,0,0,0
S010,C,Standard,667,11.01,10,100,1,360,Low,Clear,0,0,0
S025,B,Standard,655,10.8,10,11,1,472,Medium,Rain,0,0,1
S066,A,Standard,624,10.58,10,10,1,1185,Low,Cloudy,0,1,0
S025,D,Compact,203,3.17,100,57,0,321,High,Clear,0,0,0
S054,A,Compact,304,5.88,30,89,0,874,High,Clear,0,0,0
S033,A,Standard,400,7.08,40,72,1,1175,Medium,Clear,0,0,0
S036,A,Standard,596,10.35,80,97,0,259,Low,Cloudy,0,0,0
S095,D,Standard,884,14.42,100,45,1,788,Medium,Clear,0,0,0
S014,B,Standard,361,5.41,20,72,1,842,Low,Clear,1,0,1
S065,C,Large,857,14.18,50,84,1,1095,Low,Clear,1,0,0
S080,B,Standard,814,13.65,10,35,1,809,Medium,Clear,1,0,0
S054,A,Compact,718,11.92,30,15,0,208,Low,Clear,0,0,0
S052,D,Large,183,2.89,50,35,0,790,Medium,Rain,0,0,0
S003,B,Standard,997,16.09,40,52,1,392,Low,Clear,0,0,0
S099,A,Standard,178,2.77,60,10,1,748,High,Rain,1,0,1
S041,C,EV,485,8.01,100,18,1,446,Low,Cloudy,1,0,1
S006,C,Large,329,5.33,40,36,1,585,Medium,Clear,0,0,1
S025,C,Standard,407,6.63,30,80,1,190,Medium,Clear,0,0,1
S013,A,Large,979,16.08,10,12,0,1010,Low,Clear,0,1,0
S098,D,Large,932,16.03,40,70,0,289,Medium,Cloudy,0,0,0
S008,B,Standard,301,5.23,80,82,1,341,Medium,Clear,0,0,1
S021,C,Large,184,3.35,100,11,0,866,Medium,Clear,0,1,0
S098,A,Standard,892,14.95,40,83,1,131,Low,Clear,0,0,0
S068,A,Standard,572,9.13,40,90,1,609,Medium,Clear,0,0,0
S025,B,EV,853,14.44,80,40,0,919,Medium,Clear,1,0,0
S079,C,Large,709,12.22,60,74,1,220,Medium,Rain,0,0,0
S068,A,Standard,368,6.58,100,27,1,1026,High,Rain,0,0,0
S045,B,Standard,129,2.34,100,15,1,629,Low,Cloudy,0,0,1
S060,D,Compact,240,4.0,30,51,0,575,Low,Clear,1,0,0
S012,D,Compact,502,8.37,50,77,1,591,Low,Clear,0,0,0
S032,D,Compact,393,6.71,20,13,1,159,Low,Clear,0,1,0
S096,C,EV,79,1.0,30,13,1,371,Low,Rain,1,0,1
S092,B,Large,463,7.91,10,74,0,949,Medium,Cloudy,0,0,0
S013,B,Standard,920,15.19,30,50,1,763,Medium,Clear,0,0,0
S031,A,Standard,417,7.61,30,52,1,133,Low,Cloudy,0,0,1
S078,A,Standard,790,13.08,60,64,1,1005,High,Rain,0,0,0
S020,A,Compact,645,10.81,20,28,1,425,Low,Cloudy,0,1,0
S018,B,Compact,551,9.23,20,30,1,1126,High,Rain,1,0,0
S093,A,Standard,711,11.64,20,67,1,635,Medium,Clear,0,0,0
S060,B,Standard,922,15.5,50,39,0,149,Medium,Clear,0,0,0
S063,B,Standard,750,12.6,100,16,1,178,Low,Cloudy,0,0,0
S006,D,Standard,70,1.47,30,78,0,967,Medium,Cloudy,0,0,0
S032,A,Standard,598,10.18,60,73,1,268,High,Rain,0,0,0
S093,D,Standard,295,4.97,100,11,1,526,Medium,Cloudy,0,0,1
S043,C,Standard,332,5.29,10,76,0,71,High,Clear,0,0,0
S002,C,Standard,663,10.81,20,88,1,609,Low,Clear,0,0,0
S060,C,Compact,980,16.83,80,83,1,678,High,Cloudy,0,0,0
S023,B,Standard,855,14.28,100,18,0,1068,Low,Clear,0,1,0
S083,B,Large,281,5.31,20,32,1,388,Medium,Clear,0,0,1
S031,B,Compact,365,5.84,80,23,1,228,Low,Cloudy,0,0,1
S005,A,Compact,887,15.44,100,63,1,470,Medium,Clear,0,0,0
S083,D,Compact,849,13.87,30,54,1,1056,Medium,Cloudy,0,0,0
S034,B,Standard,385,6.29,10,25,1,98,Medium,Clear,0,0,1
S010,D,Standard,460,7.8,60,93,1,816,High,Clear,0,0,0
S089,D,EV,294,5.2,20,81,1,79,Low,Clear,1,0,1
S002,D,Large,436,7.47,30,66,1,134,High,Cloudy,0,0,1
S011,A,EV,738,11.73,40,17,1,838,High,Cloudy,1,0,0
S050,A,Compact,774,12.73,60,34,1,378,Medium,Clear,0,0,0
S031,C,Standard,407,6.44,80,50,1,659,Low,Clear,0,1,0
S056,C,Standard,663,10.64,50,71,1,483,Low,Clear,0,0,0
S079,D,Compact,847,14.11,60,86,1,637,Low,Cloudy,0,0,0
S073,C,Standard,71,1.0,30,27,1,739,High,Clear,0,0,1
S087,D,Standard,68,1.43,100,59,1,474,Low,Clear,0,0,1
S083,A,Large,336,5.82,20,50,1,819,Low,Clear,0,0,1
S009,A,Standard,325,5.9,60,43,1,561,Low,Cloudy,0,0,1
S099,A,Standard,708,11.48,10,90,0,1061,Low,Clear,0,0,0
S021,B,Large,947,15.49,80,21,1,613,Low,Clear,0,0,0
S073,D,Large,601,10.33,40,89,1,352,Low,Clear,0,0,0
S028,A,Standard,728,12.47,10,86,1,148,High,Clear,0,0,0
S062,D,Large,652,11.27,10,84,1,606,Low,Cloudy,1,0,0
S007,C,Large,121,2.36,10,87,1,91,Low,Clear,0,1,0
S080,C,Standard,414,6.97,30,51,1,1040,High,Clear,0,0,0
S016,A,Standard,999,16.51,30,64,1,517,Medium,Rain,0,0,0
S097,D,Standard,844,14.29,60,68,1,489,Low,Cloudy,0,0,0
S004,A,Standard,384,6.27,80,60,1,376,Low,Clear,0,0,1
S004,C,Standard,701,11.71,50,97,1,618,Low,Clear,0,0,0
S040,A,EV,800,13.22,80,62,1,82,Medium,Cloudy,1,1,0
S017,D,Large,639,10.73,40,90,1,461,Low,Cloudy,0,0,0
S052,C,Large,248,4.51,60,18,0,861,Medium,Rain,1,1,0
S093,B,EV,66,1.0,10,12,0,1187,Medium,Rain,1,0,0
S052,C,Large,267,4.3,60,17,1,557,Low,Cloudy,0,0,1
S036,B,Standard,790,13.13,80,91,1,105,Medium,Clear,0,1,0
S038,A,Standard,901,14.66,20,68,1,595,High,Clear,0,0,0
S050,A,Compact,699,11.85,60,39,1,245,High,Cloudy,0,0,0
S063,D,Standard,196,3.3,80,76,0,462,Medium,Cloudy,0,1,0
S063,B,Standard,259,4.31,60,64,0,686,Medium,Cloudy,0,0,0
S062,A,Compact,719,12.08,80,43,1,1152,Low,Cloudy,0,0,0
S099,B,EV,463,7.27,10,52,0,1156,Medium,Clear,1,0,0
S007,A,Standard,714,12.32,60,37,1,791,Medium,Cloudy,1,0,0
S027,C,Large,905,14.93,100,46,1,186,Medium,Clear,0,0,0
S092,A,Standard,379,6.2,40,98,1,588,Medium,Clear,0,1,0
S086,D,Compact,944,15.99,10,39,0,738,High,Clear,0,0,0
S014,C,Standard,919,15.5,30,80,0,768,Medium,Cloudy,0,0,0
S071,D,Large,401,7.28,30,71,1,982,Medium,Clear,0,1,0
S086,C,Standard,212,3.24,60,38,1,355,Medium,Cloudy,0,0,1
S005,B,Compact,868,14.19,60,11,0,437,Low,Rain,0,0,0
S055,D,Standard,150,2.14,40,99,1,774,Low,Cloudy,0,0,1
S002,A,Standard,376,6.31,100,66,0,964,Medium,Clear,0,0,0
S062,B,Standard,376,6.19,80,66,1,598,Low,Clear,0,0,1
S091,A,Standard,204,3.19,100,51,0,555,Medium,Clear,1,0,0
S021,C,Standard,59,1.0,80,58,1,437,High,Rain,0,0,1
S079,C,Standard,402,6.39,50,66,1,342,High,Cloudy,0,0,0
S021,A,Compact,988,16.93,10,80,0,228,High,Clear,0,0,0
S010,A,Compact,232,3.66,40,27,1,721,Low,Clear,0,0,1
S087,B,Standard,504,8.23,60,79,1,129,Low,Cloudy,0,0,1
S058,A,Compact,695,10.87,100,36,1,1087,Low,Clear,0,0,0
S039,D,Standard,55,1.0,100,63,0,1127,Low,Clear,0,0,0
S005,D,Standard,382,6.19,100,33,1,496,Medium,Clear,1,0,0
S065,A,Standard,993,16.46,60,43,0,815,Low,Clear,1,0,0
S013,D,Compact,382,6.58,100,31,1,1138,Medium,Clear,0,0,0
S085,A,Standard,307,4.67,60,97,1,552,Low,Cloudy,0,0,1
S090,B,EV,260,4.47,100,72,1,619,Medium,Clear,1,0,0
S085,D,Standard,100,1.85,60,45,1,145,Medium,Clear,1,0,1
S053,D,Standard,494,8.44,20,93,1,634,High,Clear,0,0,0
S082,A,Standard,708,12.11,60,70,1,297,High,Cloudy,0,0,0
S045,D,Large,426,6.75,60,91,0,176,Low,Clear,0,0,0
S032,C,Compact,689,11.65,20,51,0,548,High,Clear,0,0,0
S036,B,Compact,535,9.45,50,42,1,95,Medium,Clear,0,0,1
S081,B,EV,819,14.07,80,83,1,1031,Medium,Cloudy,1,0,0
S099,D,EV,100,2.23,30,18,0,317,High,Rain,1,1,0
S060,D,Compact,203,3.46,60,34,1,143,Low,Rain,0,0,1
S011,C,Standard,631,10.34,80,22,1,785,High,Cloudy,1,0,0
S063,C,Large,837,13.19,60,56,1,661,Medium,Cloudy,0,0,0
S021,D,Standard,840,13.63,40,54,0,120,Low,Cloudy,1,0,0
S052,D,Compact,359,5.83,10,14,1,642,Low,Rain,0,0,1
S055,C,Compact,448,7.36,40,40,0,498,Medium,Cloudy,0,0,0
S026,A,Large,183,2.81,100,40,0,669,Medium,Clear,1,0,0
S068,C,Standard,269,4.59,60,99,1,663,Medium,Cloudy,0,0,0
S034,A,Compact,212,3.59,100,80,0,140,Low,Clear,0,0,0
S052,B,EV,697,11.63,50,50,0,926,Low,Cloudy,1,0,0
S082,B,Standard,618,10.54,40,55,0,577,Medium,Cloudy,0,0,0
S099,C,Standard,551,9.04,50,61,1,1183,Low,Cloudy,1,0,0
S093,A,Compact,995,16.91,50,93,0,824,Low,Cloudy,0,0,0
S052,C,EV,738,11.94,60,95,0,721,Low,Clear,1,1,0
S029,C,Standard,164,2.64,50,14,1,814,Low,Rain,1,0,1
S038,A,Standard,548,9.23,40,21,1,1162,Medium,Rain,0,0,0
S042,C,Standard,521,8.11,20,30,1,410,Low,Rain,0,0,1
S021,B,Standard,198,3.15,10,18,1,427,High,Cloudy,0,0,1
S042,D,EV,290,5.05,50,100,1,394,Medium,Cloudy,1,1,0
S013,D,Compact,172,2.74,80,26,1,847,Medium,Clear,0,0,1
S064,C,Compact,853,13.67,60,33,0,504,Medium,Clear,0,0,0
S017,A,Standard,888,14.53,30,36,1,957,Medium,Clear,0,0,0
S009,A,Large,118,1.56,50,17,1,116,Medium,Clear,1,0,1
S041,B,Standard,875,14.73,80,53,0,1036,Low,Rain,0,0,0
S001,A,Standard,112,1.9,100,71,1,1028,Low,Cloudy,0,0,0
S002,A,Standard,782,12.56,40,38,0,92,Medium,Rain,0,0,0
S060,B,Standard,65,1.0,50,92,1,278,Low,Clear,1,0,1
S048,C,Standard,439,7.1,30,83,1,283,Low,Clear,0,0,1
S029,D,Standard,639,10.66,80,33,1,546,Medium,Clear,0,0,0
S097,B,Standard,683,11.18,20,43,0,897,Medium,Clear,0,0,0
S010,C,Standard,997,16.72,40,69,0,1105,Medium,Rain,0,0,0
S058,B,Large,307,5.21,40,40,0,162,High,Cloudy,0,0,0
S060,C,Standard,266,4.59,60,13,0,1022,Low,Clear,1,0,0
S021,B,EV,528,8.38,40,18,1,508,High,Cloudy,1,0,0
S028,C,Standard,163,2.63,30,99,1,55,Medium,Rain,0,0,1
S075,B,Large,931,15.84,80,86,1,1041,Low,Clear,0,0,0
S034,C,Large,429,6.95,40,99,1,543,High,Rain,0,0,0
S008,B,EV,707,11.54,20,63,1,1181,Medium,Cloudy,1,0,0
S059,D,Large,286,4.62,10,10,1,120,Low,Rain,0,1,0
S086,D,Standard,525,8.6,10,70,0,988,Low,Clear,0,0,0
S072,A,Standard,980,16.37,50,82,1,723,Medium,Clear,0,0,0
S049,C,Standard,647,10.61,10,40,1,1173,Medium,Cloudy,0,0,0
S079,B,Standard,728,11.53,30,97,1,1106,High,Clear,0,0,0
S017,C,Standard,178,3.32,10,54,1,192,Low,Rain,0,0,1
S060,D,Large,559,9.47,30,69,1,785,Medium,Cloudy,0,0,0
S087,C,Compact,214,3.61,30,95,0,775,Low,Clear,0,0,0
S088,B,Compact,326,5.41,50,82,1,266,Medium,Clear,0,0,1
S045,C,EV,306,5.0,10,96,0,483,High,Rain,1,0,0
S083,B,Compact,181,2.78,50,93,1,883,Medium,Cloudy,0,0,0
S069,D,Compact,619,9.75,40,51,1,1127,Medium,Cloudy,0,0,0
S032,D,Large,306,5.59,100,94,1,769,Medium,Clear,1,1,0
S044,D,Standard,190,3.17,20,36,1,991,Low,Rain,1,0,1
S065,A,Standard,735,11.77,80,67,1,956,High,Clear,0,0,0
S087,D,EV,736,11.96,10,78,0,1044,Medium,Clear,1,0,0
S008,C,EV,258,4.39,40,90,0,104,Medium,Clear,1,0,0
S077,A,Large,765,12.84,60,82,1,1108,High,Rain,0,0,0
S072,D,Standard,568,9.24,80,43,0,910,Medium,Cloudy,0,0,0
S087,C,Large,100,1.34,80,19,0,1056,Medium,Clear,0,0,0
S043,C,Standard,552,9.03,80,75,0,1192,Medium,Cloudy,0,0,0
S001,C,Standard,308,4.55,40,34,1,615,Low,Cloudy,0,0,1
S051,B,Standard,227,3.64,50,12,0,820,Low,Cloudy,0,0,0
S024,A,Standard,971,16.04,50,43,1,927,High,Cloudy,1,0,0
S099,C,Standard,592,10.32,80,80,1,873,Low,Cloudy,0,0,0
S024,B,Standard,405,6.61,80,37,1,563,Medium,Clear,0,0,0
S017,D,Standard,367,6.19,20,18,0,911,Low,Cloudy,0,1,0
S005,C,Standard,715,12.4,20,20,1,471,Low,Clear,0,0,1
S020,B,Large,413,6.56,80,89,1,566,Medium,Rain,0,0,0
S021,C,Compact,104,1.55,20,48,1,754,Medium,Clear,0,0,1
S058,A,Standard,205,3.25,100,22,1,858,Medium,Cloudy,0,0,1
S031,A,Standard,93,1.05,80,20,1,93,High,Rain,0,0,1
S100,D,Compact,642,10.62,20,44,0,907,Medium,Clear,0,0,0
S011,C,Standard,727,12.47,80,17,1,850,Low,Clear,0,0,0
S052,B,Standard,591,10.1,50,16,0,268,Medium,Cloudy,0,0,0
S015,D,Compact,371,6.54,100,78,0,617,High,Clear,0,0,0
S083,C,EV,697,11.43,30,79,1,957,Low,Clear,1,0,0
S007,D,Standard,63,1.0,50,66,1,307,Medium,Cloudy,0,0,1
S028,B,Standard,406,7.44,30,44,0,1010,Low,Clear,0,0,0
S051,D,Standard,532,8.93,50,20,1,942,Low,Clear,0,0,0
S058,D,Compact,667,10.63,60,47,1,338,High,Rain,1,0,0
S005,D,Standard,408,7.57,50,100,0,1021,High,Cloudy,0,0,0
S005,C,Standard,367,6.09,100,94,1,152,Low,Rain,0,0,1
S094,B,Standard,124,1.18,100,87,1,853,High,Rain,0,0,0
S096,A,EV,640,11.1,20,58,1,1157,Low,Clear,1,0,0
S008,C,Compact,243,3.36,30,44,0,1099,Medium,Rain,1,1,0
S064,A,Compact,412,6.95,40,38,0,351,Medium,Rain,0,0,0
S010,A,Large,145,2.67,60,97,0,1128,Medium,Clear,0,0,0
S038,C,Standard,89,1.69,40,50,0,105,High,Rain,0,0,0
S096,C,Large,817,14.08,60,15,1,1064,Medium,Clear,0,0,0
S092,B,Compact,446,7.74,40,19,1,423,Medium,Rain,0,0,1
S081,B,Standard,156,3.16,20,93,1,880,High,Cloudy,0,1,0
S095,D,Large,66,1.07,40,93,1,969,Low,Clear,0,0,1
S008,A,Large,576,9.48,80,99,0,506,Medium,Clear,0,0,0
S025,B,Large,978,16.2,50,94,1,181,Medium,Clear,0,0,0
S073,D,Standard,833,14.3,100,32,1,542,High,Clear,0,0,0
S066,B,EV,548,8.94,20,55,0,159,Medium,Clear,1,0,0
S079,C,EV,574,9.82,80,21,0,631,High,Rain,1,0,0
S050,B,Standard,808,13.21,40,64,1,845,Medium,Cloudy,0,0,0
S067,A,Standard,775,12.66,20,22,1,1199,Low,Cloudy,0,0,0
S049,B,Standard,712,12.22,50,83,1,859,High,Clear,0,0,0
S036,A,EV,853,14.35,20,16,0,935,Medium,Clear,1,0,0
S068,C,Compact,92,1.0,40,21,0,822,Medium,Clear,1,0,0
S078,A,Standard,995,16.33,20,70,1,1174,High,Clear,1,0,0
S041,B,Standard,675,10.48,60,34,1,986,Medium,Clear,1,0,0
S089,D,Standard,891,14.74,10,11,0,622,Medium,Cloudy,0,0,0
S062,C,Compact,642,10.62,100,35,1,858,Medium,Rain,0,0,0
S010,B,Standard,399,6.51,40,60,1,928,Medium,Cloudy,0,0,0
S021,C,EV,702,12.06,50,78,1,1082,Medium,Clear,1,1,0
S036,C,Compact,79,1.44,30,71,0,462,Medium,Cloudy,0,0,0
S012,B,Large,490,8.91,20,81,1,879,High,Clear,0,0,0
S091,B,Standard,591,10.01,60,82,1,615,Medium,Clear,0,0,0
S002,D,Standard,504,8.57,20,48,1,153,Low,Rain,1,0,1
S013,C,Standard,827,13.86,100,93,0,1199,Medium,Clear,0,0,0
S053,C,Standard,660,10.92,40,20,0,726,Low,Clear,0,0,0
S032,B,Standard,143,2.19,60,73,1,994,Medium,Clear,0,1,0
S095,A,EV,772,12.8,40,95,1,319,Low,Clear,1,0,0
S016,B,Standard,344,5.68,10,89,1,515,Low,Clear,0,0,1
S032,C,Standard,598,9.94,50,51,1,850,High,Cloudy,0,0,0
S032,B,Standard,948,15.99,100,19,0,1191,Medium,Cloudy,0,0,0
S098,D,Standard,138,2.39,60,98,1,1165,Medium,Cloudy,0,0,0
S011,A,EV,979,16.16,60,28,1,1054,Low,Clear,1,0,0
S010,B,Standard,552,8.98,20,13,1,1160,High,Rain,0,0,0
S015,D,Standard,816,13.67,20,92,0,283,High,Rain,0,0,0
S017,C,Compact,263,4.11,100,12,1,962,Medium,Clear,0,0,0
S040,B,Standard,471,7.72,30,90,1,1197,Medium,Cloudy,0,0,0
S018,C,Standard,575,9.42,80,23,1,1105,Low,Clear,0,0,0
S055,D,Standard,241,4.74,60,19,1,406,Medium,Cloudy,0,1,0
S073,C,Standard,856,13.88,20,15,1,1013,Medium,Rain,0,0,0
S025,D,Standard,743,12.15,20,40,1,143,High,Rain,1,0,0
S059,D,Standard,691,11.35,80,40,1,1173,Low,Clear,0,0,0
S078,D,Large,273,4.41,10,57,1,293,Medium,Clear,0,0,1
S089,B,Standard,604,10.37,30,18,1,107,Low,Clear,0,1,0
S022,C,Large,742,12.29,100,85,1,1014,Low,Clear,0,0,0
S030,C,Large,436,6.87,80,35,0,369,Low,Clear,0,1,0
S084,A,Standard,730,12.6,100,11,0,1092,Medium,Rain,0,0,0
S085,A,Standard,825,13.83,20,13,1,406,Low,Clear,0,0,1
S044,A,Standard,523,8.84,100,15,1,166,High,Clear,1,0,0
S032,A,Compact,657,11.15,20,39,1,345,Medium,Clear,0,1,0
S051,C,Compact,252,3.83,50,64,0,574,Medium,Rain,0,0,0
S046,D,Compact,496,8.26,60,37,0,1174,High,Rain,0,0,0
S021,D,Standard,882,14.95,20,70,0,1178,Low,Rain,0,0,0
S099,B,EV,896,14.74,10,86,1,450,High,Clear,1,0,0
S032,D,Standard,949,15.91,20,64,1,788,High,Clear,0,0,0
S094,C,Standard,117,2.11,60,45,1,578,Low,Clear,0,0,1
S039,C,Standard,141,1.91,20,83,0,606,High,Cloudy,0,0,0
S012,C,Standard,827,13.47,80,83,1,599,Low,Clear,0,0,0
S047,B,Standard,892,14.18,40,14,1,1197,Low,Rain,0,0,0
S018,A,Large,227,3.85,20,38,0,409,Low,Rain,0,0,0
S021,D,Large,712,12.43,30,21,1,113,High,Clear,0,0,0
S013,C,Large,878,14.43,60,31,0,814,Medium,Clear,0,0,0
S021,C,Standard,608,10.08,100,68,1,823,Medium,Cloudy,0,0,0
S008,A,Compact,52,1.17,60,48,1,673,Low,Clear,0,0,1
S046,C,Standard,152,2.61,40,11,1,151,Low,Clear,0,0,1
S007,D,Standard,322,5.07,30,23,0,610,High,Cloudy,0,0,0
S023,B,Standard,583,10.17,30,19,0,1096,Medium,Rain,0,0,0
S096,C,Standard,165,2.81,60,57,1,893,Low,Rain,0,1,0
S075,D,Standard,908,15.06,10,73,0,1137,Low,Clear,0,0,0
S086,C,Standard,961,15.97,100,12,1,888,Low,Rain,0,0,0
S022,A,Compact,513,8.73,20,81,1,730,Medium,Cloudy,0,0,0
S089,C,EV,153,2.37,30,69,1,694,Medium,Clear,1,0,1
S022,C,Standard,308,5.6,20,90,1,448,Medium,Cloudy,0,0,1
S092,B,EV,357,6.33,100,77,1,454,Low,Rain,1,0,0
S029,A,Large,416,6.94,20,30,1,875,Low,Clear,0,0,1
S013,A,Standard,978,16.32,100,28,1,696,Low,Clear,1,0,0
S082,B,Compact,859,14.06,80,88,0,84,High,Cloudy,1,0,0
S002,C,Standard,691,11.33,10,29,0,469,Medium,Clear,0,0,0
S029,D,Large,856,13.93,10,67,0,426,Low,Cloudy,0,0,0
S085,A,Compact,351,5.79,30,51,1,269,Low,Cloudy,0,0,1
S079,A,EV,609,10.17,30,19,1,746,Medium,Cloudy,1,0,0
S052,C,Compact,76,1.0,60,32,1,391,Medium,Clear,0,0,1
S027,C,Large,557,9.49,80,97,1,802,Low,Cloudy,0,0,0
S050,A,Large,576,9.34,80,21,1,465,Medium,Clear,0,0,0
S095,C,Standard,824,13.86,40,18,1,987,Medium,Clear,1,0,0
S079,D,Standard,414,7.14,20,88,0,1056,Medium,Rain,0,0,0
S023,A,Standard,347,6.18,100,38,1,729,High,Cloudy,1,1,0
S088,D,Standard,826,14.1,60,91,1,797,Low,Clear,0,0,0
S044,D,Standard,410,7.33,20,29,1,855,High,Clear,0,0,0
S077,C,Large,695,11.83,10,74,0,361,Medium,Clear,1,0,0
S022,D,Standard,553,9.27,10,12,1,104,Low,Rain,0,1,0
S043,C,EV,637,10.47,80,17,1,743,Medium,Rain,1,0,0
S037,B,Large,79,1.28,60,48,1,583,Medium,Clear,1,0,1
S061,C,Compact,488,8.62,30,73,1,154,High,Clear,0,1,0
S097,D,EV,389,6.42,40,40,1,343,Low,Clear,1,0,1
S056,B,Standard,175,2.92,80,81,0,929,Medium,Cloudy,0,0,0
S003,C,Large,645,11.19,40,88,0,600,High,Clear,0,1,0
S063,D,Standard,615,10.18,10,31,1,960,Low,Clear,0,0,1
S019,A,Standard,415,6.68,10,14,0,424,Medium,Cloudy,0,0,0
S023,A,Standard,844,14.41,40,67,1,499,Medium,Rain,0,0,0
S029,C,Standard,901,14.77,40,82,1,1133,Medium,Cloudy,1,0,0
S030,C,Compact,492,8.32,100,88,1,861,High,Rain,1,0,0
S039,A,Standard,312,5.27,30,72,0,439,Medium,Rain,0,0,0
S025,D,Standard,985,16.51,40,70,1,716,Low,Cloudy,0,0,0
S008,D,EV,921,14.62,20,61,0,1195,Medium,Clear,1,0,0
S058,D,Compact,271,4.75,40,42,1,190,Low,Cloudy,0,0,1
S016,C,Standard,889,14.8,50,31,1,923,Low,Clear,1,0,0
